no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,0,0,0,17,2017,11,13,0,0,0,0,38.67,0,0
1,0,0,1,0,0,0,33,2018,9,2,1,0,0,0,104.4,1,0
2,0,0,1,0,0,0,1,2017,11,12,4,1,1,6,0.0,1,0
3,0,1,2,0,0,0,186,2018,4,22,0,0,0,0,115.0,0,1
1,0,0,1,0,0,0,1,2018,4,1,2,0,0,0,65.0,0,0
2,0,2,1,0,0,0,36,2018,8,28,0,0,0,0,67.5,2,0
2,1,0,1,0,0,0,160,2018,9,30,1,0,0,0,145.8,2,1
2,0,2,0,0,0,0,5,2017,9,20,2,1,1,0,100.0,0,0
2,1,2,5,0,1,0,188,2018,8,9,1,0,0,0,123.75,2,1
2,0,2,5,0,0,0,3,2017,8,17,2,0,0,0,79.2,0,1
2,0,0,2,0,0,0,165,2018,10,20,1,0,0,0,118.8,2,1
2,0,0,1,0,0,0,443,2018,4,29,0,0,0,0,65.0,0,1
1,0,1,1,1,0,0,5,2018,3,28,1,0,0,0,84.0,1,0
2,0,0,4,0,0,0,111,2018,6,7,0,0,0,0,80.24,0,0
2,0,0,3,0,0,0,7,2018,8,4,1,0,0,0,151.0,2,0
2,0,2,1,0,0,1,49,2018,3,19,1,0,0,0,121.5,0,0
1,0,0,1,0,0,0,0,2017,9,8,0,0,0,0,91.2,0,0
2,0,1,1,0,0,0,1,2017,10,10,0,0,0,0,116.0,1,0
3,0,0,4,0,0,1,174,2018,12,7,1,0,0,0,87.72,0,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,101.5,0,1
1,0,0,1,0,0,0,0,2018,11,29,2,0,0,0,79.0,0,0
2,2,1,2,0,0,3,1,2018,4,29,1,0,0,0,211.0,1,0
2,0,2,5,0,0,0,227,2018,8,30,1,0,0,0,92.29,0,1
3,0,1,3,0,0,1,32,2018,10,6,1,0,0,0,176.4,0,1
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0,1
2,0,0,2,1,0,0,18,2018,2,26,1,0,0,0,81.0,0,0
2,0,2,2,0,0,0,1,2018,11,18,1,0,0,0,101.86,2,0
2,0,0,3,0,0,1,141,2018,6,30,1,0,0,0,109.8,1,1
2,0,2,1,1,0,0,241,2018,7,3,1,0,0,0,95.0,1,0
2,0,1,5,1,0,0,6,2017,8,10,1,0,0,0,80.0,1,0
1,0,0,1,1,0,0,36,2018,10,13,1,0,0,0,102.6,2,0
1,0,2,2,0,0,0,8,2017,12,4,2,0,0,0,84.0,2,0
2,0,1,2,0,0,0,133,2018,4,29,1,0,0,0,99.3,1,0
2,0,0,2,2,0,0,377,2018,10,14,0,0,0,0,115.0,1,1
2,0,0,2,2,0,0,286,2018,9,16,0,0,0,0,117.0,0,1
2,0,1,4,0,0,0,114,2018,9,12,1,0,0,0,129.6,1,0
2,1,0,2,0,0,0,15,2018,3,4,1,0,0,0,114.0,1,1
2,0,0,2,1,0,0,0,2018,4,22,1,0,0,0,119.0,0,0
2,1,0,3,0,0,1,83,2018,7,28,1,0,0,0,141.1,1,0
2,0,0,1,1,0,0,18,2017,9,15,0,0,0,0,76.8,0,0
2,0,2,5,0,0,2,127,2018,3,19,1,0,0,0,94.7,1,1
2,0,2,2,0,0,0,99,2017,10,30,0,0,0,0,65.0,0,1
1,0,1,0,0,0,0,3,2017,12,14,1,0,0,0,62.37,0,0
2,0,2,3,0,0,0,212,2018,5,20,0,0,0,0,78.0,0,0
2,0,1,2,0,0,0,91,2018,4,4,0,0,0,0,80.0,0,1
3,0,3,8,0,0,4,61,2018,7,18,1,0,0,0,139.34,1,1
1,0,1,2,0,0,0,118,2018,6,6,0,0,0,0,110.0,0,0
2,0,0,1,1,0,0,50,2018,3,29,1,0,0,0,80.1,2,0
1,0,1,1,1,0,0,13,2018,12,19,1,0,0,0,78.0,0,0
1,0,1,2,0,0,0,3,2018,1,18,2,1,0,8,66.0,0,0
2,0,2,2,0,0,0,11,2017,10,3,1,0,0,0,145.0,1,0
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,0,1
2,1,0,2,0,0,0,112,2018,7,15,1,0,0,0,121.5,2,0
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0,1
2,1,2,3,0,0,0,63,2018,4,22,1,0,0,0,90.06,0,0
2,0,0,3,2,0,0,150,2018,6,16,0,0,0,0,90.0,1,0
1,0,0,2,0,0,0,20,2018,7,19,1,0,0,0,91.63,1,0
2,2,0,2,0,0,3,4,2018,5,4,1,0,0,0,230.0,2,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
2,0,0,4,1,0,0,54,2018,3,1,1,0,0,0,47.43,0,1
2,0,0,2,0,0,1,44,2018,10,5,1,0,0,0,125.55,1,1
1,0,0,1,1,0,0,65,2018,11,1,1,0,0,0,79.2,4,0
2,0,1,0,1,0,0,6,2017,8,23,1,0,0,0,81.0,0,0
1,2,0,2,0,0,3,17,2018,5,13,1,0,0,0,198.9,1,1
2,0,0,3,0,0,0,37,2018,10,20,1,0,0,0,146.33,1,1
3,0,0,3,0,0,0,14,2018,2,24,0,0,0,0,118.0,1,0
3,0,1,1,0,1,1,144,2018,7,30,1,0,0,0,155.7,1,0
2,0,1,2,0,0,0,13,2018,2,12,1,0,0,0,91.0,2,0
2,0,0,3,0,0,0,160,2017,12,30,0,0,0,0,70.0,0,0
2,0,0,1,1,0,0,109,2018,10,11,1,0,0,0,108.0,0,1
2,1,1,3,0,0,0,278,2018,11,28,1,0,0,0,89.25,0,1
2,0,1,1,0,0,0,174,2017,10,10,0,0,0,0,70.0,0,1
2,0,1,3,0,0,1,184,2018,10,17,1,0,0,0,128.7,2,1
1,0,0,2,0,0,0,164,2017,10,2,1,0,0,0,100.0,0,1
1,0,0,3,0,0,0,5,2017,12,1,0,0,0,0,64.8,0,0
2,0,0,2,0,0,0,71,2018,3,4,1,0,0,0,78.3,1,1
2,0,0,1,0,0,0,289,2017,10,17,0,0,0,0,67.0,0,0
1,0,0,1,0,0,0,14,2018,4,29,0,0,0,0,57.5,0,0
2,0,0,2,2,0,0,28,2018,1,8,0,0,0,0,97.0,0,0
2,0,2,0,0,0,2,48,2018,9,4,1,0,0,0,109.8,1,0
1,0,0,1,0,0,0,25,2018,11,29,1,0,0,0,75.2,0,0
2,0,0,2,2,0,0,273,2017,7,17,1,0,0,0,109.0,0,1
2,0,1,2,0,0,0,91,2018,4,4,0,0,0,0,80.0,0,1
2,0,0,3,0,0,0,37,2018,12,7,1,0,0,0,104.0,1,0
2,1,1,2,0,0,0,74,2018,5,13,1,0,0,0,143.1,2,0
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,101.5,0,1
3,0,2,3,0,0,1,256,2018,10,14,1,0,0,0,133.11,2,1
2,0,2,2,0,0,0,179,2018,9,30,1,0,0,0,113.4,0,1
2,0,0,1,1,0,0,38,2018,6,1,1,0,0,0,89.1,1,0
2,0,1,2,1,1,0,190,2018,8,8,1,0,0,0,103.5,2,1
2,0,0,2,1,0,0,63,2018,6,17,1,0,0,0,116.1,0,1
2,0,1,0,0,0,0,258,2018,10,16,0,0,0,0,110.0,0,1
2,0,2,3,0,0,1,31,2018,9,25,1,0,0,0,94.0,2,0
2,0,2,2,0,0,0,26,2017,12,26,0,0,0,0,43.5,1,0
3,0,4,9,0,0,0,139,2018,7,16,1,0,0,0,131.36,0,1
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,0,0
2,1,0,4,0,0,0,53,2018,11,29,1,0,0,0,103.7,2,0
0,2,2,1,0,0,2,21,2018,8,20,1,0,0,0,109.83,2,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
2,0,0,4,0,0,0,149,2018,7,12,1,0,0,0,99.45,1,0
2,0,0,2,0,0,1,101,2018,7,22,1,0,0,0,123.3,0,1
2,0,2,1,2,0,0,122,2018,4,2,0,0,0,0,110.24,0,0
2,0,1,1,0,0,0,158,2018,8,13,1,0,0,0,114.3,0,1
2,0,1,2,0,0,2,381,2018,12,23,1,0,0,0,78.55,1,1
2,0,0,3,0,1,2,1,2017,12,23,1,0,0,0,86.25,0,0
1,0,0,2,0,0,0,15,2018,11,1,1,0,0,0,112.0,1,0
1,0,0,1,0,0,0,8,2017,10,6,4,0,0,0,0.0,0,0
2,0,1,0,0,0,0,13,2018,3,20,0,0,0,0,85.0,1,0
2,0,0,1,1,0,0,159,2018,8,5,1,0,0,0,94.5,0,1
2,0,1,2,0,0,0,60,2018,4,1,1,0,0,0,92.7,1,1
1,0,1,0,1,0,0,6,2018,12,12,1,0,0,0,88.0,1,0
2,0,0,3,0,0,0,304,2018,11,3,0,0,0,0,89.0,0,1
2,0,2,1,1,0,0,166,2018,8,6,1,0,0,0,94.5,1,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
1,0,2,6,0,0,0,51,2017,9,30,1,0,0,0,69.12,1,0
2,0,2,3,0,0,1,10,2018,12,30,1,0,0,0,120.36,2,0
2,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,109.0,0,0
2,0,2,5,1,0,0,48,2018,11,13,1,0,0,0,74.8,1,1
1,0,0,1,0,0,0,118,2018,4,16,1,0,0,0,90.9,0,1
1,0,0,1,1,0,0,8,2018,5,25,1,0,0,0,119.0,0,1
2,0,2,2,0,0,0,56,2017,9,25,0,0,0,0,185.0,0,0
2,0,0,3,0,0,1,19,2017,10,6,1,0,0,0,117.0,1,0
2,0,1,2,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
2,0,1,0,1,0,0,22,2018,9,11,1,0,0,0,89.0,1,0
2,0,0,1,0,0,0,71,2018,6,9,1,0,0,0,126.9,0,1
2,0,0,3,0,0,0,16,2018,12,8,1,0,0,0,108.67,0,0
2,0,0,3,1,0,0,29,2018,1,26,1,0,0,0,72.0,1,0
2,0,2,2,0,0,0,8,2017,8,16,1,0,0,0,90.0,0,0
2,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,110.0,1,0
2,0,0,1,1,0,0,6,2018,6,30,1,0,0,0,139.0,1,1
2,0,2,3,0,0,0,69,2018,3,20,1,0,0,0,90.95,1,0
1,0,1,1,1,0,0,4,2018,2,1,1,0,0,0,81.0,0,0
1,0,0,1,0,0,0,18,2018,5,13,1,0,0,0,135.0,0,1
2,0,0,1,0,0,0,31,2018,10,4,0,0,0,0,85.5,0,0
1,0,0,1,0,0,0,1,2018,9,6,2,0,0,0,95.0,0,0
2,0,1,3,0,0,1,13,2018,5,5,1,0,0,0,148.5,0,0
1,0,0,2,2,0,1,80,2017,10,9,0,0,0,0,108.0,0,0
2,0,0,2,0,0,4,38,2018,9,16,1,0,0,0,137.52,0,0
1,0,2,0,2,0,0,386,2018,10,23,0,0,0,0,90.0,0,0
2,0,0,3,0,0,0,304,2018,11,3,1,0,0,0,89.0,0,1
2,0,1,1,0,1,0,98,2018,5,30,0,0,0,0,89.75,0,0
3,0,1,3,0,0,1,65,2018,8,29,1,0,0,0,159.3,0,1
2,0,0,2,0,0,1,160,2018,5,27,1,0,0,0,128.35,1,1
2,0,1,2,0,0,1,57,2017,11,20,0,0,0,0,60.0,0,0
2,0,2,6,1,0,0,149,2018,7,12,1,0,0,0,89.25,0,1
2,0,0,2,0,0,0,52,2018,2,26,1,0,0,0,78.3,1,1
2,0,0,1,0,0,0,105,2018,4,6,0,0,0,0,75.0,0,1
1,0,0,2,2,0,0,346,2018,9,13,0,0,0,0,90.0,0,0
2,0,1,0,1,0,0,11,2018,2,14,1,0,0,0,109.0,0,0
2,0,1,3,1,0,0,111,2018,5,9,1,0,0,0,93.75,1,0
1,0,1,3,1,0,0,31,2018,3,7,1,0,0,0,67.6,1,0
2,0,0,1,0,0,0,21,2018,4,28,0,0,0,0,95.0,0,0
1,0,0,1,1,0,6,0,2017,12,31,4,0,0,0,0.0,0,0
2,0,1,4,0,0,0,113,2018,9,7,0,0,0,0,118.8,0,1
2,0,0,3,1,0,0,77,2018,6,1,1,0,0,0,116.1,0,1
2,0,1,3,0,0,0,93,2017,12,3,1,0,0,0,72.25,2,0
2,0,1,2,1,0,0,71,2018,12,5,1,0,0,0,79.2,1,0
2,0,1,5,0,1,1,133,2018,5,24,1,0,0,0,127.15,1,0
2,0,0,1,0,0,0,258,2018,9,29,1,0,0,0,106.2,1,1
2,0,2,3,0,0,0,93,2017,8,15,1,0,0,0,76.5,2,1
2,0,0,3,0,0,0,133,2018,7,12,1,0,0,0,105.3,2,0
3,0,1,2,0,0,1,73,2018,12,5,1,0,0,0,140.0,2,0
2,0,1,0,0,0,0,62,2018,9,4,1,0,0,0,109.8,0,1
3,0,0,4,0,0,1,19,2017,9,30,1,0,0,0,91.47,2,0
1,0,0,2,0,0,0,1,2017,8,12,4,1,0,1,0.0,1,0
2,0,0,2,0,0,0,211,2018,5,20,0,0,0,0,100.0,0,1
2,0,0,1,1,0,0,1,2018,7,21,0,0,0,0,80.0,0,0
3,0,0,2,0,0,1,66,2018,8,19,1,0,0,0,168.3,2,0
3,0,2,5,2,0,1,60,2018,9,6,1,0,0,0,167.04,0,0
1,0,0,2,0,0,0,63,2018,1,19,0,0,0,0,71.0,0,0
2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
2,0,0,3,0,1,0,37,2018,3,24,1,0,0,0,126.6,1,0
2,0,0,2,1,0,0,27,2018,1,29,1,0,0,0,77.0,1,0
2,0,0,3,0,0,0,87,2018,6,9,1,0,0,0,97.71,1,0
2,0,1,1,0,0,0,1,2018,12,24,1,0,0,0,71.69,1,0
2,0,1,1,2,0,0,16,2017,8,15,0,0,0,0,104.0,0,0
1,0,1,1,0,0,0,85,2018,12,3,1,0,0,0,98.0,0,1
1,0,0,2,0,0,0,4,2018,11,22,1,0,0,0,99.5,2,0
2,2,2,5,0,0,3,19,2018,9,18,1,0,0,0,234.71,2,1
2,0,0,1,0,0,0,6,2018,3,2,1,0,0,0,93.0,1,1
2,0,0,4,0,0,1,39,2018,9,27,1,0,0,0,128.99,1,1
2,0,0,4,1,0,0,48,2018,2,24,1,0,0,0,51.09,0,0
1,0,1,0,0,0,0,4,2018,9,12,1,0,0,0,110.11,1,0
1,0,1,5,0,0,0,3,2018,3,1,4,0,0,0,55.5,1,0
2,0,0,3,1,0,0,113,2018,6,9,1,0,0,0,116.1,1,0
1,0,1,2,0,0,0,0,2018,5,9,2,1,0,2,95.0,0,0
2,0,0,1,1,0,0,1,2018,8,16,1,0,0,0,184.5,2,0
1,0,0,2,0,0,1,117,2018,5,6,1,0,0,0,114.3,1,0
2,0,1,1,0,0,0,19,2017,9,21,0,0,0,0,48.0,0,1
1,0,1,1,0,0,0,13,2017,10,19,2,0,0,0,65.0,0,0
2,0,0,2,0,0,0,36,2017,10,13,0,0,0,0,75.6,0,0
2,0,2,1,0,0,0,109,2018,4,30,1,0,0,0,77.03,1,0
2,0,0,2,0,0,0,245,2018,6,17,0,0,0,0,75.0,0,1
2,0,0,3,1,0,0,260,2018,9,22,1,0,0,0,113.4,0,1
2,0,1,1,0,0,0,180,2018,5,2,0,0,0,0,100.0,1,0
2,0,0,3,0,0,0,188,2018,8,3,1,0,0,0,105.3,1,1
2,1,0,1,0,0,0,13,2017,8,7,1,0,0,0,75.0,1,0
2,0,0,1,0,0,0,143,2018,10,18,1,0,0,0,118.8,2,0
3,0,2,1,0,0,0,89,2018,9,25,0,0,0,0,127.33,0,1
2,0,0,2,0,1,1,107,2018,8,25,1,0,0,0,142.2,0,0
1,0,1,5,0,0,1,20,2018,11,15,1,0,0,0,96.9,1,0
1,0,1,0,0,0,0,3,2018,11,21,2,0,0,0,65.0,0,1
2,0,0,3,0,0,1,3,2017,10,22,0,0,0,0,72.25,0,0
2,0,2,1,0,0,0,56,2018,9,10,1,0,0,0,135.9,0,1
2,0,0,3,0,1,1,67,2018,3,17,1,0,0,0,108.3,0,0
2,0,0,3,0,0,1,91,2018,10,20,1,0,0,0,132.3,2,1
2,0,0,1,1,0,0,80,2018,9,29,1,0,0,0,125.1,1,1
2,0,1,2,0,0,2,0,2017,8,24,0,0,0,0,67.5,0,0
1,0,0,2,0,0,0,5,2018,10,25,3,0,0,0,95.0,0,0
1,0,0,1,0,0,0,2,2017,12,15,1,1,0,1,81.0,1,0
2,0,1,4,0,0,0,148,2017,12,30,0,0,0,0,67.0,0,0
2,0,0,1,2,0,0,170,2017,9,12,0,0,0,0,96.9,2,0
2,0,0,4,0,0,0,207,2018,5,4,1,0,0,0,106.2,1,1
2,0,2,6,2,0,0,107,2018,6,28,1,0,0,0,140.25,1,0
2,1,0,1,0,0,0,135,2018,8,13,1,0,0,0,130.5,1,0
2,0,2,2,0,0,0,8,2017,12,26,0,0,0,0,52.0,1,0
1,1,2,3,0,0,0,136,2018,8,11,1,0,0,0,86.36,1,0
2,0,0,2,0,0,0,49,2018,10,25,0,0,0,0,85.5,0,0
2,0,0,1,0,0,0,62,2018,9,3,1,0,0,0,109.8,1,0
2,0,2,2,0,0,0,11,2017,8,22,1,0,0,0,90.0,2,0
2,0,0,3,0,0,0,335,2018,10,13,0,0,0,0,90.0,1,0
1,0,0,2,0,0,0,12,2018,11,23,2,1,0,3,79.0,0,0
2,0,1,0,1,0,0,49,2018,7,11,1,0,0,0,93.15,0,1
2,0,2,2,0,0,1,175,2018,10,28,1,0,0,0,104.4,0,1
1,0,0,1,0,0,1,7,2018,9,22,1,0,0,0,150.15,1,1
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,0,1
3,0,0,1,0,0,0,67,2018,5,7,1,0,0,0,159.3,0,1
2,0,1,3,0,0,0,127,2018,4,28,0,0,0,0,90.0,0,0
2,0,0,2,0,0,0,19,2018,10,5,1,0,0,0,114.73,1,0
2,0,0,2,2,0,0,256,2018,6,15,0,0,0,0,115.0,1,1
1,2,2,3,2,0,1,9,2018,8,25,1,0,0,0,176.42,2,0
2,0,0,1,1,0,0,1,2018,1,28,1,0,0,0,79.0,1,0
2,2,1,1,0,0,3,1,2018,5,9,1,0,0,0,183.0,0,0
2,0,2,2,0,1,1,62,2018,7,24,1,0,0,0,118.8,1,0
2,0,2,5,0,0,0,299,2018,9,17,1,0,0,0,100.3,0,1
1,0,0,1,0,0,0,163,2018,10,15,0,0,0,0,115.0,0,1
2,0,0,3,1,0,0,4,2018,10,27,1,0,0,0,133.33,1,1
2,0,0,2,0,0,1,8,2018,9,21,1,0,0,0,184.0,1,0
2,0,0,2,1,0,0,8,2018,9,7,1,0,0,0,149.0,1,0
2,0,1,3,2,0,1,46,2018,6,20,1,0,0,0,149.4,0,0
1,0,0,1,0,0,0,55,2018,7,7,2,0,0,0,79.0,0,1
2,0,0,3,1,0,0,1,2018,3,16,1,0,0,0,97.0,1,0
2,2,0,3,0,0,5,35,2018,8,17,1,0,0,0,214.76,0,1
3,0,2,1,0,0,0,39,2018,3,13,0,0,0,0,115.0,1,0
1,0,0,2,1,0,0,2,2017,12,2,1,0,0,0,75.0,1,0
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,0,1
2,0,1,3,1,0,0,137,2018,4,18,1,0,0,0,80.75,1,0
2,0,0,1,1,0,0,14,2018,7,8,1,0,0,0,139.0,1,0
2,0,1,2,0,0,1,226,2018,12,30,1,0,0,0,105.0,1,1
2,0,1,3,1,0,0,52,2018,12,1,1,0,0,0,74.8,2,0
2,0,0,3,0,0,1,114,2018,6,2,1,0,0,0,140.4,0,1
2,0,0,2,0,0,0,17,2018,3,17,2,0,0,0,80.0,1,0
2,2,0,4,0,0,3,25,2017,10,6,1,0,0,0,162.25,1,0
2,0,0,2,1,0,0,10,2017,11,6,1,0,0,0,83.0,1,0
2,0,2,3,0,0,0,265,2018,10,9,1,0,0,0,100.3,0,1
2,2,2,1,0,0,3,70,2018,4,16,1,0,0,0,174.3,2,0
2,0,0,1,1,0,0,4,2018,12,7,1,0,0,0,88.0,0,0
2,0,1,2,0,0,0,23,2018,1,1,0,0,0,0,60.0,0,0
2,0,2,3,0,0,0,87,2017,8,13,1,0,0,0,76.5,0,1
2,0,1,2,0,0,1,35,2017,10,26,0,0,0,0,75.0,1,0
2,0,2,1,2,0,0,145,2017,8,29,0,0,0,0,94.5,0,0
2,1,2,1,1,0,0,45,2018,9,10,1,0,0,0,96.33,1,0
2,0,1,0,1,0,0,127,2018,10,30,1,0,0,0,80.1,2,0
1,0,0,3,0,0,0,133,2018,6,9,1,0,0,0,121.5,1,0
2,0,0,1,0,1,0,149,2018,6,3,1,0,0,0,124.2,0,0
1,0,1,1,0,0,0,42,2018,8,15,0,0,0,0,72.0,0,1
2,0,0,3,0,0,0,52,2018,7,27,1,0,0,0,135.9,0,1
2,0,0,1,0,0,2,72,2018,3,19,1,0,0,0,78.15,0,1
1,0,0,3,1,0,0,2,2018,5,31,1,0,0,0,87.78,0,0
2,0,0,1,0,1,0,103,2018,4,8,1,0,0,0,99.9,1,0
2,1,1,3,0,0,0,40,2018,3,10,1,0,0,0,98.1,2,0
1,0,0,2,0,0,0,188,2018,6,15,1,0,0,0,130.0,0,1
2,0,0,4,0,0,4,56,2018,10,5,1,0,0,0,123.84,0,0
2,0,1,1,1,0,0,24,2018,7,23,1,0,0,0,139.0,1,0
2,1,2,3,0,0,1,34,2017,10,25,0,0,0,0,90.0,1,0
2,0,1,1,2,0,0,301,2018,7,30,0,0,0,0,109.0,0,1
2,0,0,5,0,0,1,120,2018,8,9,1,0,0,0,127.8,1,0
2,0,1,3,1,0,0,46,2018,3,10,1,0,0,0,67.15,1,0
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,1,0
2,0,0,2,0,0,4,7,2018,9,30,0,0,0,0,176.0,0,0
2,0,1,2,0,0,0,145,2018,9,19,0,0,0,0,80.75,0,0
1,0,0,2,0,0,0,181,2018,10,11,0,0,0,0,120.0,0,1
2,0,0,2,0,0,1,5,2018,4,20,1,0,0,0,116.0,0,1
1,0,0,2,0,0,0,103,2018,4,19,0,0,0,0,115.0,0,1
3,0,1,2,1,0,0,14,2017,9,14,1,0,0,0,100.87,0,1
2,0,2,1,2,0,0,122,2018,3,27,0,0,0,0,107.0,1,0
2,0,0,3,0,0,0,4,2018,2,25,1,0,0,0,93.0,1,0
1,0,0,2,1,0,0,25,2018,6,1,1,0,0,0,104.0,0,0
2,0,0,1,0,0,0,26,2018,6,8,0,0,0,0,120.0,0,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
1,0,2,4,0,0,0,64,2017,10,1,0,0,0,0,100.0,0,0
2,0,0,1,0,0,0,56,2018,6,8,0,0,0,0,120.0,0,0
2,0,2,3,0,0,0,80,2018,6,26,1,0,0,0,107.1,0,0
2,0,2,2,0,0,0,32,2018,5,8,1,0,0,0,92.83,1,0
3,0,2,2,0,0,1,158,2018,2,27,0,0,0,0,93.0,1,0
2,0,0,4,0,0,0,218,2018,8,9,1,0,0,0,99.95,1,1
2,0,0,5,0,0,0,230,2018,9,6,0,0,0,0,137.0,1,1
2,0,2,2,0,0,0,134,2017,12,4,0,0,0,0,65.0,0,0
1,0,0,2,0,0,0,8,2018,6,24,0,0,0,0,95.0,0,0
2,0,2,2,0,0,0,38,2018,2,12,1,0,0,0,78.3,1,1
2,2,0,1,0,0,3,23,2017,9,26,1,0,0,0,250.0,1,1
2,0,0,2,0,0,1,33,2018,3,24,1,0,0,0,140.4,0,1
1,0,4,5,0,0,0,2,2018,11,27,1,0,0,0,76.12,1,1
1,0,1,2,0,0,4,241,2018,10,24,2,0,0,0,106.0,0,1
1,0,1,1,0,0,0,85,2018,12,3,1,0,0,0,98.0,0,0
2,0,1,2,0,0,0,54,2018,10,10,1,0,0,0,118.8,0,1
1,0,4,10,0,0,0,26,2018,12,12,1,0,0,0,74.8,0,1
2,0,2,4,0,0,0,93,2018,7,2,2,0,0,0,84.0,0,0
2,0,0,1,0,0,0,30,2018,5,21,1,0,0,0,126.9,1,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
2,0,0,1,0,0,2,220,2018,8,11,1,0,0,0,95.62,0,1
2,0,2,3,0,0,0,265,2018,10,9,1,0,0,0,100.3,0,1
2,0,1,0,1,0,0,52,2018,8,28,1,0,0,0,99.0,0,0
2,0,0,2,1,0,0,23,2018,10,20,1,0,0,0,119.0,1,1
2,0,0,3,0,0,0,42,2017,9,17,1,0,0,0,111.6,3,0
2,0,0,2,0,0,0,3,2018,4,13,1,0,0,0,116.0,1,0
2,0,1,4,0,0,1,42,2017,11,2,0,0,0,0,60.0,0,0
2,0,0,2,0,0,0,30,2018,6,2,0,0,0,0,140.0,0,0
2,0,2,5,0,0,1,76,2018,7,1,0,0,0,0,82.45,0,0
2,0,2,3,0,0,1,57,2018,9,9,1,0,0,0,109.29,1,0
2,0,0,1,0,1,0,75,2018,10,1,0,0,0,0,89.75,0,0
2,0,0,1,0,0,0,443,2018,4,29,0,0,0,0,65.0,0,1
3,0,0,4,0,0,1,184,2018,8,16,1,0,0,0,139.05,3,0
2,0,2,1,0,0,0,28,2018,4,17,1,0,0,0,97.63,1,1
1,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,80.0,0,1
2,0,0,1,0,0,0,1,2018,1,5,2,0,0,0,77.0,0,0
2,0,0,1,0,0,0,14,2018,4,29,0,0,0,0,65.0,0,0
1,0,0,1,0,0,0,4,2018,3,16,0,0,0,0,64.4,0,0
1,0,0,2,0,0,0,188,2018,6,15,0,0,0,0,130.0,0,1
2,2,1,5,0,1,3,55,2018,10,18,1,0,0,0,207.0,2,0
2,0,1,4,0,0,0,75,2018,4,4,1,0,0,0,87.55,1,0
2,1,0,1,0,0,0,44,2017,10,31,1,0,0,0,113.8,3,0
1,0,0,1,0,0,0,21,2018,3,4,1,0,0,0,85.0,0,1
2,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,87.0,0,0
1,0,0,3,0,0,0,42,2017,9,15,2,0,0,0,65.0,0,0
2,0,0,3,0,0,0,72,2018,8,18,1,0,0,0,135.9,2,0
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
2,1,2,5,0,0,0,147,2018,8,13,1,0,0,0,122.04,0,1
2,0,2,4,0,0,0,23,2018,3,17,0,0,0,0,68.0,0,0
2,2,0,4,0,0,3,169,2018,7,5,1,0,0,0,167.45,2,1
2,1,1,2,0,0,0,42,2018,11,4,0,0,0,0,112.0,2,0
1,0,0,1,0,0,0,53,2018,10,14,0,0,0,0,120.0,0,0
1,0,0,3,0,0,0,15,2018,2,18,0,0,0,0,85.33,0,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
2,0,0,1,1,0,0,0,2018,6,10,1,0,0,0,109.0,0,0
1,1,1,4,2,0,2,34,2017,10,26,0,0,0,0,102.74,0,0
1,0,0,1,1,0,0,5,2018,8,17,1,0,0,0,113.0,0,0
1,0,0,1,0,0,0,22,2017,12,18,2,0,0,0,65.0,0,0
2,0,1,3,0,0,1,22,2018,9,26,1,0,0,0,154.0,0,1
2,0,1,1,1,0,0,147,2018,7,11,1,0,0,0,99.0,0,0
1,0,1,1,1,0,0,1,2018,9,5,1,0,0,0,149.0,1,0
2,0,4,10,0,0,0,167,2018,9,3,1,0,0,0,119.85,0,1
2,2,0,2,0,0,3,20,2018,8,10,1,0,0,0,231.0,1,0
2,1,1,3,0,0,0,4,2018,11,17,1,0,0,0,109.23,3,0
2,0,2,1,2,0,1,266,2018,12,4,0,0,0,0,69.36,2,0
